date,AAXJ,ARS,DIA,ECH,EEM,EFA,EPP,EWA,EWC,EWD,EWG,EWH,EWI,EWJ,EWK,EWL,EWM,EWN,EWO,EWP,EWQ,EWS,EWT,EWU,EWW,EWY,EWZ,EZU,GLD,HYG,IEF,IEUR,IFN,ILF,IWM,LQD,MDY,QQQ,SLV,SPY,TLT,USO,VNQ,VTI,XLF,XLK,XLV
2025-02-27,74.62000274658203,,432.3500061035156,28.739999771118164,43.810001373291016,81.41000366210938,45.0,24.06999969482422,40.79999923706055,43.06999969482422,36.0,17.649999618530273,40.61000061035156,69.0,19.309999465942383,51.33000183105469,23.760000228881836,47.08000183105469,24.40999984741211,35.810001373291016,39.439998626708984,23.25,50.83000183105469,36.70000076293945,50.59000015258789,55.95000076293945,24.709999084472656,52.33000183105469,264.92999267578125,79.91000366210938,94.80000305175781,59.459999084472656,14.819999694824219,22.8700008392334,212.38999938964844,109.12999725341797,559.6599731445312,500.2699890136719,28.399999618530273,585.0499877929688,91.30999755859375,75.27999877929688,93.11000061035156,288.510009765625,51.130001068115234,111.29499816894531,147.22000122070312
2025-02-28,73.66999816894531,,438.3699951171875,28.6200008392334,43.209999084472656,81.58000183105469,44.75,23.989999771118164,41.22999954223633,43.13999938964844,36.06999969482422,17.59000015258789,40.79999923706055,68.47000122070312,19.309999465942383,51.72999954223633,23.670000076293945,47.16999816894531,23.90999984741211,36.08000183105469,39.540000915527344,23.25,50.810001373291016,37.040000915527344,50.52000045776367,54.66999816894531,24.110000610351562,52.38999938964844,263.2699890136719,80.12999725341797,95.31999969482422,59.93000030517578,14.460000038146973,22.399999618530273,214.64999389648438,109.61000061035156,565.7999877929688,508.1700134277344,28.309999465942383,594.1799926757812,92.43000030517578,75.22000122070312,93.9000015258789,292.9599914550781,52.18000030517578,112.76499938964844,148.92999267578125
2025-03-03,72.83000183105469,,432.0899963378906,28.360000610351562,42.83000183105469,82.4800033569336,44.5,23.950000762939453,40.45000076293945,43.900001525878906,37.15999984741211,17.309999465942383,41.310001373291016,69.20999908447266,19.540000915527344,52.29999923706055,23.399999618530273,47.369998931884766,24.1299991607666,36.369998931884766,40.36000061035156,23.25,50.25,37.41999816894531,49.849998474121094,54.31999969482422,24.139999389648438,53.52000045776367,266.739990234375,79.58999633789062,95.38999938964844,60.709999084472656,14.350000381469727,22.309999465942383,208.77999877929688,109.54000091552734,552.9099731445312,497.04998779296875,28.75,583.77001953125,92.56999969482422,73.31999969482422,94.33999633789062,287.7099914550781,51.7400016784668,109.33499908447266,149.5800018310547
2025-03-04,73.66999816894531,,425.57000732421875,28.899999618530273,43.189998626708984,82.45999908447266,44.709999084472656,23.920000076293945,39.77000045776367,43.31999969482422,37.029998779296875,17.549999237060547,41.279998779296875,68.63999938964844,19.770000457763672,52.709999084472656,23.229999542236328,47.79999923706055,24.280000686645508,36.5099983215332,40.779998779296875,23.469999313354492,51.040000915527344,37.54999923706055,50.02000045776367,54.56999969482422,23.90999984741211,53.630001068115234,269.05999755859375,79.58000183105469,95.08999633789062,60.83000183105469,14.319999694824219,22.239999771118164,206.4199981689453,109.18000030517578,544.3599853515625,495.54998779296875,29.0,576.8599853515625,91.43000030517578,73.30999755859375,93.25,284.1199951171875,49.91999816894531,109.25,148.19000244140625
2025-03-05,76.02999877929688,,430.4700012207031,29.389999389648438,44.47999954223633,84.43000030517578,45.77000045776367,24.40999984741211,40.72999954223633,45.099998474121094,38.529998779296875,18.18000030517578,42.689998626708984,70.1500015258789,20.15999984741211,52.86000061035156,23.729999542236328,49.02000045776367,25.670000076293945,37.52000045776367,42.02000045776367,24.1299991607666,52.06999969482422,37.91999816894531,51.029998779296875,56.04999923706055,24.579999923706055,55.45000076293945,269.6199951171875,79.62000274658203,94.55999755859375,62.2599983215332,14.770000457763672,22.75,208.47000122070312,108.83000183105469,551.0800170898438,502.010009765625,29.770000457763672,583.0599975585938,90.69999694824219,71.41999816894531,94.29000091552734,287.3500061035156,50.209999084472656,110.78500366210938,149.67999267578125
2025-03-06,75.62999725341797,,425.8999938964844,29.690000534057617,44.20000076293945,83.55999755859375,45.33000183105469,24.020000457763672,40.369998931884766,44.310001373291016,38.59000015258789,18.34000015258789,42.27000045776367,69.61000061035156,20.010000228881836,52.59000015258789,23.420000076293945,48.47999954223633,25.860000610351562,37.02000045776367,41.43000030517578,23.81999969482422,50.790000915527344,37.25,51.45000076293945,54.939998626708984,24.56999969482422,55.02000045776367,268.25,79.31999969482422,94.51000213623047,61.619998931884766,14.789999961853027,22.81999969482422,205.27999877929688,108.48999786376953,542.3499755859375,488.20001220703125,29.690000534057617,572.7100219726562,90.4000015258789,71.12999725341797,91.87000274658203,282.010009765625,49.380001068115234,107.70999908447266,149.27000427246094
2025-03-07,75.86000061035156,,428.260009765625,29.770000457763672,44.41999816894531,84.43000030517578,45.119998931884766,23.889999389648438,40.470001220703125,45.119998931884766,38.810001373291016,18.309999465942383,42.849998474121094,70.16999816894531,20.309999465942383,53.529998779296875,23.290000915527344,49.36000061035156,26.18000030517578,37.86000061035156,41.869998931884766,23.829999923706055,51.22999954223633,37.83000183105469,51.529998779296875,55.68000030517578,24.81999969482422,55.68000030517578,268.3900146484375,79.44999694824219,94.38999938964844,62.54999923706055,14.880000114440918,22.950000762939453,205.9499969482422,108.31999969482422,546.2000122070312,491.7900085449219,29.59000015258789,575.9199829101562,90.11000061035156,72.08999633789062,92.41999816894531,283.3399963378906,49.119998931884766,109.2699966430664,149.27999877929688
2025-03-10,73.94999694824219,,419.489990234375,29.15999984741211,43.36000061035156,82.44000244140625,44.22999954223633,23.420000076293945,39.68000030517578,43.81999969482422,37.790000915527344,17.950000762939453,42.150001525878906,68.68000030517578,19.700000762939453,52.619998931884766,23.1200008392334,47.47999954223633,25.260000228881836,37.029998779296875,41.0,23.329999923706055,49.88999938964844,37.04999923706055,50.15999984741211,54.09000015258789,24.299999237060547,54.25,266.0400085449219,79.1500015258789,95.05000305175781,60.900001525878906,14.59000015258789,22.40999984741211,200.77000427246094,108.69000244140625,534.6300048828125,472.7300109863281,29.110000610351562,560.5800170898438,91.05000305175781,70.88999938964844,91.52999877929688,275.6199951171875,48.02000045776367,104.625,147.6699981689453
2025-03-11,74.61000061035156,,414.739990234375,29.389999389648438,43.720001220703125,82.16000366210938,44.040000915527344,23.31999969482422,39.47999954223633,43.880001068115234,37.7400016784668,18.110000610351562,42.27000045776367,68.26000213623047,19.739999771118164,51.869998931884766,23.100000381469727,47.810001373291016,25.489999771118164,37.119998931884766,41.09000015258789,23.049999237060547,49.97999954223633,36.959999084472656,50.25,54.689998626708984,24.3799991607666,54.349998474121094,269.1600036621094,78.87000274658203,94.70999908447266,60.83000183105469,14.770000457763672,22.59000015258789,200.75,107.9800033569336,531.6300048828125,471.6000061035156,29.959999084472656,555.9199829101562,90.4000015258789,71.44999694824219,90.45999908447266,273.69000244140625,47.61000061035156,104.19999694824219,146.05999755859375
2025-03-12,75.06999969482422,,413.95001220703125,29.34000015258789,43.959999084472656,82.75,44.15999984741211,23.309999465942383,39.84000015258789,43.77000045776367,37.9900016784668,18.209999084472656,42.5,69.5199966430664,19.90999984741211,52.40999984741211,22.530000686645508,48.119998931884766,25.530000686645508,36.95000076293945,40.970001220703125,23.110000610351562,50.66999816894531,37.119998931884766,50.97999954223633,55.95000076293945,24.479999542236328,54.43000030517578,270.3299865722656,78.95999908447266,94.43000030517578,61.0,14.800000190734863,22.709999084472656,201.10000610351562,107.66000366210938,531.3300170898438,476.9200134277344,30.219999313354492,558.8699951171875,89.86000061035156,72.80000305175781,90.18000030517578,275.0400085449219,47.68000030517578,105.83999633789062,144.60000610351562
